"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","00703Bmash","00703C2mash","00703Dmash","0288E","101","1400E","1500E","284V","315-A","3549624","409-05","41V","5-1","55152","6119V5","6420B","75712","AMD","ATCC_14019","CMW7778B","DNF01149","DNF01162","FDAARGOS_568","GED7275B","GED7760B","GH015","GS_10234","GS_9838-1","GV37","HMP9231","JCP7275","JCP7276","JCP7659","JCP7672","JCP7719","JCP8017A","JCP8066","JCP8070","JCP8108","JCP8151A","JCP8151B","JCP8481A","JCP8522","KA00225","KA00735","N101","N144","N160","N165","N72","N95","NR010","NR038","NR039","PSS_7772B","UGent_06.41","UGent_09.07","UGent_09.48","UGent_18.01","UGent_21.28","UGent_25.49","UMB0032B","UMB0061","UMB0143","UMB0202","UMB0233","UMB0264","UMB0386","UMB0558","UMB0662","UMB0682","UMB0736","UMB0742","UMB0768","UMB0769","UMB0770","UMB0775","UMB0830","UMB0833","UMB0913","UMB1489","UMB1642","UMB1686","UMB1698","W11"
"allC","","Allantoate amidohydrolase","22","22","1","1","3105","1","164","","1241","1241","1241","","","","","","","","","","","409-05_00746","","5-1_00872","","","6420B_00717","","AMD_00411","","","","DNF01162_00680","","","","","GS_10234_00406","GS_9838-1_00473","GV37_00898","","","","","","","","","","","","","","","KA00225_00238","","","","","","N72_00613","","NR010_00208","","","","UGent_06.41_00538","","UGent_09.48_00689","","","","","","","","","UMB0264_00749","","","UMB0662_00222","UMB0682_00433","","UMB0742_00461","","UMB0769_00753","","","","","UMB0913_00720","UMB1489_00703","UMB1642_00298","","UMB1698_00418",""
"allB","","Allantoinase","22","22","1","1","3107","1","162","","1376","1376","1376","","","","","","","","","","","409-05_00748","","5-1_00874","","","6420B_00719","","AMD_00409","","","","DNF01162_00678","","","","","GS_10234_00404","GS_9838-1_00475","GV37_00900","","","","","","","","","","","","","","","KA00225_00240","","","","","","N72_00611","","NR010_00210","","","","UGent_06.41_00540","","UGent_09.48_00691","","","","","","","","","UMB0264_00751","","","UMB0662_00224","UMB0682_00431","","UMB0742_00459","","UMB0769_00755","","","","","UMB0913_00722","UMB1489_00705","UMB1642_00300","","UMB1698_00416",""
"group_3233","","hypothetical protein","22","22","1","1","3108","1","161","","197","197","197","","","","","","","","","","","409-05_00749","","5-1_00875","","","6420B_00720","","AMD_00408","","","","DNF01162_00677","","","","","GS_10234_00403","GS_9838-1_00476","GV37_00901","","","","","","","","","","","","","","","KA00225_00241","","","","","","N72_00610","","NR010_00211","","","","UGent_06.41_00541","","UGent_09.48_00692","","","","","","","","","UMB0264_00752","","","UMB0662_00225","UMB0682_00430","","UMB0742_00458","","UMB0769_00756","","","","","UMB0913_00723","UMB1489_00706","UMB1642_00301","","UMB1698_00415",""
"thiF","","hypothetical protein","22","22","1","1","3109","1","160","","623","623","623","","","","","","","","","","","409-05_00750","","5-1_00876","","","6420B_00721","","AMD_00407","","","","DNF01162_00676","","","","","GS_10234_00402","GS_9838-1_00477","GV37_00902","","","","","","","","","","","","","","","KA00225_00242","","","","","","N72_00609","","NR010_00212","","","","UGent_06.41_00542","","UGent_09.48_00693","","","","","","","","","UMB0264_00753","","","UMB0662_00226","UMB0682_00429","","UMB0742_00457","","UMB0769_00757","","","","","UMB0913_00724","UMB1489_00707","UMB1642_00302","","UMB1698_00414",""
"group_34","","hypothetical protein","22","22","1","1","1531","1","936","","158","5969","2628","","","","0288E_00375","","","","284V_01283","","3549624_00819","","","","","","","75712_00446","","ATCC_14019_01173","","DNF01149_01100","","FDAARGOS_568_01367","","","","","","","HMP9231_00331","","","","JCP7672_00253","","","","","","JCP8151A_00554","","","","","","","","","","","","","","NR039_00568","","","","","","","UGent_25.49_00358","UMB0032B_00943","UMB0061_00587","UMB0143_01171","UMB0202_00120","UMB0233_00134","","UMB0386_00861","","","","UMB0736_00917","","UMB0768_00807","","UMB0770_00354","UMB0775_00360","","","","","","","",""
"group_3553","","hypothetical protein","22","22","1","1","4167","1","3289","","179","179","179","","","","0288E_00629","101_00378","1400E_01170","","","","","","","5-1_00147","","","","75712_00573","AMD_00753","","","","DNF01162_01174","FDAARGOS_568_01240","","","","","","","HMP9231_00457","","JCP7276_00840","JCP7659_01197","","JCP7719_00445","JCP8017A_00177","JCP8066_00393","","JCP8108_00586","","","","","","","","","","","N72_00675","","NR010_01158","","","","","","","","","","","","","","","","","","","","UMB0736_00394","","","UMB0769_00509","","UMB0775_00889","","UMB0833_00383","","","UMB1642_00236","","",""
"relK","","Toxin RelK","22","22","1","1","2405","1","1581","","260","260","260","","","","0288E_00738","","1400E_01034","","284V_00809","","3549624_00381","","","","","","","75712_00508","","ATCC_14019_01107","","DNF01149_01251","","FDAARGOS_568_01303","","","","","","","HMP9231_00397","","","","JCP7672_00454","","","","JCP8070_01171","JCP8108_00990","JCP8151A_00814","","","","","","","","","N165_01327","","","","NR038_00990","","","","","","","","","UMB0032B_00877","UMB0061_00522","UMB0143_00774","UMB0202_00054","","","UMB0386_00795","","","","UMB0736_00852","","","","UMB0770_00420","","","","","","","","",""
"thiG_1","","Thiazole synthase","22","22","1","1","3110","1","159","","767","767","767","","","","","","","","","","","409-05_00751","","5-1_00877","","","6420B_00722","","AMD_00406","","","","DNF01162_00675","","","","","GS_10234_00401","GS_9838-1_00478","GV37_00903","","","","","","","","","","","","","","","KA00225_00243","","","","","","N72_00608","","NR010_00213","","","","UGent_06.41_00543","","UGent_09.48_00694","","","","","","","","","UMB0264_00754","","","UMB0662_00227","UMB0682_00428","","UMB0742_00456","","UMB0769_00758","","","","","UMB0913_00725","UMB1489_00708","UMB1642_00303","","UMB1698_00413",""
"group_397","","hypothetical protein","22","22","1","1","2103","1","2109","","554","617","581","","","00703Dmash_00694","","101_00458","","","","","","","","","","6119V5_00474","","","","","","","","","GED7275B_00052","","","","","","","","","JCP7659_01180","","","JCP8017A_00826","","JCP8070_00694","","","JCP8151B_01102","","","","","N101_00493","N144_00385","N160_00118","","","N95_01006","","","","","UGent_06.41_00343","","UGent_09.48_00503","","","","","","","","","","","","UMB0662_00026","UMB0682_00625","","UMB0742_00650","","","","","UMB0830_00509","UMB0833_00346","UMB0913_00516","UMB1489_00507","","UMB1686_00598","",""
"group_57","","hypothetical protein","22","30","1.37","1","550","1","436","","161","1130","767","","","","","","","1500E_00842","","","","409-05_00408","","","","","6420B_00189","","AMD_00827","","","","DNF01162_00875","","","","","GS_10234_00756	GS_10234_00757	GS_10234_00758","GS_9838-1_00791","GV37_00439	GV37_00438	GV37_00437","","","","","","","","","","","","","","","KA00225_00848","","","","","","N72_00995	N72_00996","","NR010_00896","","","","UGent_06.41_00187","","UGent_09.48_00421","","","","","","","","","","","","UMB0662_01006","UMB0682_01093","","UMB0742_00742","","UMB0769_00431	UMB0769_00430	UMB0769_00429","","","","","UMB0913_00427","UMB1489_00423","UMB1642_01147","UMB1686_00683","UMB1698_00578	UMB1698_00579",""
"group_580","","hypothetical protein","22","22","1","1","4198","1","3199","","434","1232","1185","","","00703Dmash_00268","","101_00965","","1500E_01207","","315-A_00029","","","","","","","6420B_00512","","AMD_01078","","","","","FDAARGOS_568_00135","","","","","","","","","","","","","","","JCP8070_00531","","","","JCP8481A_00986","","","","","","","N165_00862","","","NR010_00682","","","PSS_7772B_00777","UGent_06.41_01179","","UGent_09.48_00172","","","","UMB0032B_01094","","UMB0143_01018","","","","","","UMB0662_00818","UMB0682_00843","","UMB0742_00983","","","","","","","UMB0913_00171","UMB1489_00174","","UMB1686_00919","",""
"group_655","","hypothetical protein","22","22","1","1","2309","1","1845","","809","845","815","00703Bmash_00141","00703C2mash_00415","","","","","","","","","","","","","6119V5_00489","","","","","","","","","GED7275B_00160","","","","","","","","","JCP7659_00677","","JCP7719_00204","JCP8017A_00261","JCP8066_00821","JCP8070_00835","","JCP8151A_01023","JCP8151B_01215","","JCP8522_00054","KA00225_00339","","N101_00862","N144_00785","","","","N95_00252","","","","","","","","UGent_18.01_00894","UGent_21.28_00875","","","","","","","","","UMB0558_00915","","","","","","","","","UMB0830_00921","UMB0833_00889","","","","","","W11_00546"
"group_783","","hypothetical protein","22","22","1","1","540","1","435","","5627","6173","5833","","","00703Dmash_00569","","101_00300","","1500E_00845","","","","409-05_00405","","5-1_00730","","6119V5_00384","","","AMD_00830","","","","DNF01162_00872","","","","","GS_10234_00759","GS_9838-1_00789","GV37_00436","","","","","","","","","","","","","","","","","","","N160_00031","","N72_00997","","","","","","","","","","","","","","","","","UMB0264_00422","","","UMB0662_01003","UMB0682_01090","","","","UMB0769_00428","","","","","UMB0913_00424","UMB1489_00420","UMB1642_01144","UMB1686_00682","UMB1698_00580",""
"group_861","","hypothetical protein","22","22","1","1","3202","1","2906","","116","986","914","00703Bmash_00529","","","","","1400E_00293","","","","","","41V_01218","","55152_00219","6119V5_00461","","","","","","DNF01149_00685","","","","GED7760B_00171","","GS_10234_00655","","","","","","","","JCP7719_00577","","","","JCP8108_01292","","","JCP8481A_00734","","","","","N144_00555","","N165_00359","","","","","","PSS_7772B_00418","","","","","","","UMB0032B_00485","","","UMB0202_00940","UMB0233_00967","","","","","","","","UMB0768_00418","","UMB0770_01193","UMB0775_00875","","UMB0833_00151","","","","UMB1686_00607","",""
"group_901","","hypothetical protein","22","22","1","1","4524","1","2409","","866","1190","1175","","","","0288E_00294","","","","284V_00949","315-A_01241","3549624_01227","","","","","","","75712_00116","","ATCC_14019_00176","","DNF01149_00737","","FDAARGOS_568_00316","","","GH015_00938","","","","HMP9231_00049","JCP7275_00696","JCP7276_01091","","","","","","","","","","","","","","","","","","","","","","NR039_01197","","","UGent_09.07_01231","","","","UGent_25.49_00033","UMB0032B_01269","UMB0061_00907","UMB0143_00830","UMB0202_00429","","","UMB0386_01205","","","","","","UMB0768_01142","","","UMB0775_00032","","","","","","","",""
"group_1160","","hypothetical protein","21","21","1","1","1400","1","1316","","320","989","954","","","","","","","","","","","409-05_00348","","5-1_00673","","","","","AMD_00894","","","","DNF01162_00815","","","","","GS_10234_00819","GS_9838-1_00384","GV37_00377","","","","","","","","","","","","","","","KA00225_00714","","","","","","N72_01056","","NR010_01060","","","","UGent_06.41_00124","","UGent_09.48_00358","","","","","","","","","UMB0264_00364","","","UMB0662_00635","UMB0682_01028","","UMB0742_00804","","UMB0769_00369","","","","","UMB0913_00354","UMB1489_00357","UMB1642_01087","","UMB1698_00640",""
"group_1375","","hypothetical protein","21","21","1","1","305","1","2591","","962","1037","990","","","00703Dmash_00253","","101_00950","","1500E_01117","","","","","","","","","","","AMD_01098","","CMW7778B_01048","","","","","GED7760B_00832","","","","","","","","JCP7659_00641","","","JCP8017A_00070","JCP8066_00350","","","","","JCP8481A_01206","JCP8522_00251","KA00225_00530","KA00735_00961","","","N160_00807","","N72_01260","","","","","PSS_7772B_00757","","","","","UGent_21.28_00171","","","","","","","","","UMB0558_00173","UMB0662_00993","","","","","","","","UMB0830_00175","","","","","UMB1686_00935","",""
"group_1480","birA","Bifunctional ligase/repressor BirA","21","21","1","1","1163","1","2798","","887","932","910","00703Bmash_00029","00703C2mash_00748","","","","","","","","","","","","","","","","","","","","","","GED7275B_00487","GED7760B_00240","","","","","","","","JCP7659_00275","","JCP7719_01025","JCP8017A_00222","JCP8066_00313","JCP8070_00337","","JCP8151A_00444","JCP8151B_00349","","JCP8522_00137","","","N101_00644","N144_01052","","","","N95_00033","","","","","","","","UGent_18.01_01112","UGent_21.28_01145","","","","","","","","","UMB0558_01136","","","","","","","","","UMB0830_01142","UMB0833_01113","","","","","","W11_00768"
"group_1546","","hypothetical protein","21","21","1","1","3011","56","3","","248","2450","2331","","","00703Dmash_00830","","101_00599","","1500E_00514","","","","","41V_00789","","","6119V5_00347","6420B_00680","","AMD_00176","ATCC_14019_00638","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00440","","KA00225_00202","","","","N160_00280","","","","NR010_00174","","","PSS_7772B_01006","UGent_06.41_00498","","UGent_09.48_00655","","","","","","","","","","","","UMB0662_00177","UMB0682_00473","","UMB0742_00500","","","","","","","UMB0913_00680","UMB1489_00660","","UMB1686_00451","",""
"group_1579","","hypothetical protein","21","21","1","1","4289","160","1","","1652","1943","1888","00703Bmash_00807","00703C2mash_00043","","","","","","","","","","","","","","","","","","","","","","GED7275B_00718","GED7760B_00817","","","","","","","","JCP7659_00658","","JCP7719_01090","JCP8017A_00087","JCP8066_00366","JCP8070_00602","","JCP8151A_00956","JCP8151B_00924","","JCP8522_00235","","","N101_00152","N144_00028","","","","N95_00712","","","","","","","","UGent_18.01_00157","UGent_21.28_00153","","","","","","","","","UMB0558_00156","","","","","","","","","UMB0830_00158","UMB0833_00602","","","","","","W11_00320"
"group_1823","","hypothetical protein","21","21","1","1","811","163","1","","143","206","161","00703Bmash_00990","00703C2mash_01059","","","","","","","","","","","","","","","","","","","","","","GED7275B_00897","GED7760B_00919","","","","","","","","JCP7659_00392","","","JCP8017A_00355","JCP8066_00648","","","JCP8151A_00694","JCP8151B_00703","JCP8481A_01031","JCP8522_00441","KA00225_00705","","N101_00334","N144_00213","","","","","","","","PSS_7772B_00013","","","","UGent_18.01_00333","UGent_21.28_00331","","","","","","","","","UMB0558_00342","","","","","","","","","UMB0830_00345","UMB0833_00789","","","","","","W11_00135"
"group_1942","","hypothetical protein","21","21","1","1","2367","139","3","","737","737","737","00703Bmash_01108","00703C2mash_00312","","","","","","","","","","","","","","","","","","","","","","GED7275B_00398","GED7760B_00107","","","","","","","","JCP7659_00717","","JCP7719_01162","JCP8017A_00315","JCP8066_00786","JCP8070_00561","","JCP8151A_00053","JCP8151B_01022","","JCP8522_00368","","","N101_00445","N144_00353","","","","N95_00967","","","","","","","","UGent_18.01_00462","UGent_21.28_00456","","","","","","","","","UMB0558_00478","","","","","","","","","UMB0830_00481","UMB0833_00411","","","","","","W11_00018"
"group_2100","","hypothetical protein","21","21","1","1","4513","1","2419","","209","323","254","","","","0288E_00287","","","1500E_00152","284V_00956","315-A_01235","","","","","","","","75712_00122","","ATCC_14019_00169","CMW7778B_00929","","","FDAARGOS_568_00310","","","GH015_00931","","","","HMP9231_00043","JCP7275_00701","JCP7276_01052","","","","","","","","","","","","","KA00735_00735","","","","","","","","","NR039_01204","","","UGent_09.07_01224","","","","","UMB0032B_01262","UMB0061_00900","UMB0143_00837","","","","UMB0386_01198","","","","","","UMB0768_01135","","","UMB0775_00884","","","","","","","",""
"group_2118","","hypothetical protein","21","21","1","1","4172","1","3286","","239","548","533","","","","0288E_00626","","1400E_01173","","","","3549624_00313","","","5-1_00150","","","","","AMD_00750","","","","DNF01162_01289","","","","","","","GV37_00518","HMP9231_00460","","JCP7276_00837","JCP7659_01194","","JCP7719_00442","","JCP8066_00390","","JCP8108_00589","","","","","KA00225_01080","","","","","N165_00073","","","NR010_01155","","","","UGent_06.41_00259","","","","","","","UMB0061_01326","","","","","","","","","UMB0736_00397","","","UMB0769_00512","","UMB0775_00892","","","","","","","",""
"group_2147","","hypothetical protein","21","21","1","1","1122","1","2723","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","347","365","355","00703Bmash_00014","","","","","","","","","","","41V_00286","","","6119V5_00014","","","","","","","DNF01162_00727","","","","","","","","","","","JCP7659_01227","","JCP7719_01045","","","JCP8070_01047","","","JCP8151B_00448","JCP8481A_00660","","KA00225_00744","","N101_00629","N144_01070","","N165_01159","","N95_00015","","","","PSS_7772B_01147","","","","","","","","","","","","UMB0264_01130","","UMB0558_01151","","","","","","","","","UMB0830_01157","UMB0833_01129","","","UMB1642_00688","","UMB1698_00015",""
"group_2163","","hypothetical protein","21","21","1","1","3118","167","1","","362","374","373","00703Bmash_00473","00703C2mash_00883","","","","","","","","","","","","","","","","","","","","","","GED7275B_01096","GED7760B_00361","","","","","","","","JCP7659_00834","","JCP7719_00622","JCP8017A_00682","JCP8066_01021","JCP8070_00891","","JCP8151A_00148","JCP8151B_00625","","JCP8522_00308","","","N101_01044","N144_00609","","","","N95_00431","","","","","","","","UGent_18.01_00717","UGent_21.28_00708","","","","","","","","","UMB0558_00731","","","","","","","","","UMB0830_00734","UMB0833_00103","","","","","","W11_00901"
